epoch,loss,val_loss,val_acc
0,0.5837225609769424,0.5672078132629395,0.11249999701976776
1,0.5570239269485077,0.5316919088363647,0.11249999701976776
2,0.48945556208491325,0.4022970199584961,0.28125
3,0.3168271078417699,0.25859934091567993,0.668749988079071
4,0.2173310679694017,0.18945732712745667,0.7250000238418579
5,0.15937569240729013,0.15682193636894226,0.768750011920929
6,0.1208097751562794,0.12288272380828857,0.893750011920929
7,0.09436920285224915,0.1012745350599289,0.9750000238418579
8,0.07675252924673259,0.0856759324669838,0.981249988079071
9,0.06438867363613099,0.07519703358411789,0.987500011920929
10,0.055729848643143974,0.06715317070484161,0.987500011920929
11,0.04947018821258098,0.058537740260362625,0.9937499761581421
12,0.04418398750325044,0.05261993408203125,0.9937499761581421
13,0.039726533771802984,0.0490439310669899,0.9937499761581421
14,0.03648610230690489,0.04645363613963127,0.9937499761581421
15,0.033968314489660166,0.04431946948170662,0.9937499761581421
16,0.03193136704309533,0.042487017810344696,0.9937499761581421
17,0.030254944402258843,0.040805257856845856,0.9937499761581421
18,0.02885074542912965,0.039179131388664246,0.9937499761581421
19,0.027645168379725266,0.03758491948246956,0.9937499761581421
20,0.026576892317583162,0.03609040379524231,1.0
21,0.025615609736026574,0.03477700799703598,1.0
22,0.02475755085470155,0.03366309031844139,1.0
23,0.023994785461885233,0.03271966427564621,1.0
24,0.02331808506278321,0.03191326558589935,1.0
25,0.022718066912299644,0.03121434524655342,1.0
26,0.022185614157933742,0.030597364529967308,1.0
27,0.02171135234918135,0.030049238353967667,1.0
28,0.021287587500410154,0.029563194140791893,1.0
29,0.0209082661215992,0.02913632057607174,1.0
